¨é°Ó¶R½æªÑ²¼¦¨¥æ»ù¶q¸ê°T
ªÑ²¼¥N½X,="2387"
§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ,,§Ç¸¹,¨é°Ó,»ù®æ,¶R¶iªÑ¼Æ,½æ¥XªÑ¼Æ
1711,779X°ê²¼¤¤©M,72.50,0,1000,,1712,779X°ê²¼¤¤©M,72.90,0,1000 
1713,779X°ê²¼¤¤©M,73.00,0,1000,,1714,779z°ê²¼³Õ·R,71.50,0,1000 
1715,779z°ê²¼³Õ·R,71.60,0,2000,,1716,779z°ê²¼³Õ·R,71.80,0,1000 
1717,779z°ê²¼³Õ·R,71.90,2000,0,,1718,779z°ê²¼³Õ·R,72.30,1000,0 
1719,779z°ê²¼³Õ·R,72.40,2000,0,,1720,779z°ê²¼³Õ·R,72.50,0,1000 
1721,779z°ê²¼³Õ·R,72.80,0,1000,,1722,779Z°ê²¼¦w©M,71.80,0,1000 
1723,779Z°ê²¼¦w©M,72.10,1000,0,,1724,779Z°ê²¼¦w©M,72.20,0,1000 
1725,8150¥x    ·s,69.50,0,9000,,1726,8150¥x    ·s,69.90,0,1000 
1727,8150¥x    ·s,70.20,0,4000,,1728,8150¥x    ·s,70.30,1000,0 
1729,8150¥x    ·s,70.40,2000,0,,1730,8150¥x    ·s,70.50,0,5000 
1731,8150¥x    ·s,71.00,2000,1000,,1732,8150¥x    ·s,71.50,2000,6000 
1733,8150¥x    ·s,71.60,0,3000,,1734,8150¥x    ·s,71.70,1000,0 
1735,8150¥x    ·s,71.80,0,1000,,1736,8150¥x    ·s,71.90,7000,2000 
1737,8150¥x    ·s,72.00,8000,2000,,1738,8150¥x    ·s,72.10,0,2000 
1739,8150¥x    ·s,72.20,1000,2000,,1740,8150¥x    ·s,72.30,1000,31000 
1741,8150¥x    ·s,72.50,7000,0,,1742,8150¥x    ·s,72.60,7000,0 
1743,8150¥x    ·s,72.70,0,1000,,1744,8150¥x    ·s,72.80,8000,0 
1745,8150¥x    ·s,72.90,13000,0,,1746,8150¥x    ·s,73.00,1000,1000 
1747,8150¥x    ·s,73.20,0,1000,,1748,8151¥x·s«Ø¥_,70.50,1000,0 
1749,8151¥x·s«Ø¥_,70.60,0,5000,,1750,8151¥x·s«Ø¥_,71.00,1000,0 
1751,8151¥x·s«Ø¥_,71.10,0,8000,,1752,8151¥x·s«Ø¥_,71.30,0,2000 
1753,8151¥x·s«Ø¥_,71.60,2000,0,,1754,8151¥x·s«Ø¥_,72.10,0,3000 
1755,8151¥x·s«Ø¥_,72.20,0,1000,,1756,8151¥x·s«Ø¥_,72.40,0,1000 
1757,8151¥x·s«Ø¥_,72.50,6000,0,,1758,8151¥x·s«Ø¥_,72.80,0,1000 
1759,8152¥x·s·s²ø,70.00,0,2000,,1760,8152¥x·s·s²ø,70.40,0,2000 
1761,8152¥x·s·s²ø,70.70,0,2000,,1762,8152¥x·s·s²ø,71.30,1000,0 
1763,8152¥x·s·s²ø,71.40,1000,0,,1764,8152¥x·s·s²ø,72.00,1000,0 
1765,8152¥x·s·s²ø,72.10,1000,0,,1766,8152¥x·s·s²ø,72.30,1000,0 
1767,8152¥x·s·s²ø,72.40,1000,0,,1768,8152¥x·s·s²ø,72.70,1000,0 
1769,8156¥x·s¤T¥Á,70.40,0,1000,,1770,8156¥x·s¤T¥Á,70.50,0,4000 
1771,8156¥x·s¤T¥Á,71.50,6000,0,,1772,8156¥x·s¤T¥Á,73.00,0,4000 
1773,8156¥x·s¤T¥Á,73.20,0,2000,,1774,8157¥x·s¥ª·£,71.60,0,1000 
1775,8157¥x·s¥ª·£,72.20,0,1000,,1776,8157¥x·s¥ª·£,72.50,1000,0 
1777,8157¥x·s¥ª·£,72.80,3000,0,,1778,8157¥x·s¥ª·£,73.20,2000,0 
1779,8158¥x·sªQ¦¿,70.70,1000,0,,1780,8158¥x·sªQ¦¿,72.20,0,1000 
1781,8159¥x·s¥x«n,69.50,0,1000,,1782,8159¥x·s¥x«n,71.70,1000,0 
1783,8159¥x·s¥x«n,71.90,1000,0,,1784,8159¥x·s¥x«n,72.00,1000,0 
1785,8159¥x·s¥x«n,72.30,1000,0,,1786,8159¥x·s¥x«n,72.70,1000,0 
1787,815A¥x·s°ª¶¯,69.50,1000,0,,1788,815A¥x·s°ª¶¯,70.00,1000,0 
1789,815A¥x·s°ª¶¯,70.20,1000,1000,,1790,815A¥x·s°ª¶¯,70.40,1000,9000 
1791,815A¥x·s°ª¶¯,70.50,1000,1000,,1792,815A¥x·s°ª¶¯,71.00,0,2000 
1793,815A¥x·s°ª¶¯,71.20,0,1000,,1794,815A¥x·s°ª¶¯,71.40,0,2000 
1795,815A¥x·s°ª¶¯,71.50,1000,0,,1796,815A¥x·s°ª¶¯,71.70,0,1000 
1797,815A¥x·s°ª¶¯,71.90,1000,0,,1798,815A¥x·s°ª¶¯,72.00,1000,1000 
1799,815A¥x·s°ª¶¯,72.10,2000,1000,,1800,815A¥x·s°ª¶¯,72.20,0,2000 
1801,815A¥x·s°ª¶¯,72.40,2000,0,,1802,815A¥x·s°ª¶¯,72.70,1000,0 
1803,815A¥x·s°ª¶¯,72.80,1000,0,,1804,815A¥x·s°ª¶¯,73.00,2000,0 
1805,815B¥x·s¥x¤¤,69.50,0,10000,,1806,815B¥x·s¥x¤¤,69.90,6000,0 
1807,815B¥x·s¥x¤¤,70.30,2000,0,,1808,815B¥x·s¥x¤¤,70.50,1000,0 
1809,815B¥x·s¥x¤¤,70.90,1000,2000,,1810,815B¥x·s¥x¤¤,71.40,1000,1000 
1811,815B¥x·s¥x¤¤,71.50,0,2000,,1812,815B¥x·s¥x¤¤,71.80,3000,0 
1813,815B¥x·s¥x¤¤,71.90,2000,1000,,1814,815B¥x·s¥x¤¤,72.10,12000,3000 
1815,815B¥x·s¥x¤¤,72.20,6000,1000,,1816,815B¥x·s¥x¤¤,72.30,0,5000 
1817,815B¥x·s¥x¤¤,72.40,20000,0,,1818,815B¥x·s¥x¤¤,72.50,0,6000 
1819,815B¥x·s¥x¤¤,72.80,2000,0,,1820,815B¥x·s¥x¤¤,73.00,0,1000 
1821,815B¥x·s¥x¤¤,73.20,1000,8000,,1822,815S¥x·s¤¤Ãc,69.50,0,1000 
1823,815S¥x·s¤¤Ãc,71.70,0,1000,,1824,815S¥x·s¤¤Ãc,72.10,2000,0 
1825,815S¥x·s¤¤Ãc,72.50,1000,0,,1826,815S¥x·s¤¤Ãc,73.00,1000,0 
1827,815Y¥x·s·sÀç,70.90,0,2000,,1828,815Y¥x·s·sÀç,71.00,2000,0 
1829,815Y¥x·s·sÀç,72.40,2000,0,,1830,8380¦w    ®õ,69.50,0,1000 
1831,8380¦w    ®õ,71.50,1000,0,,1832,8380¦w    ®õ,72.00,1000,0 
1833,8380¦w    ®õ,72.10,0,1000,,1834,8380¦w    ®õ,72.20,1000,0 
1835,8380¦w    ®õ,72.60,0,1000,,1836,8380¦w    ®õ,72.80,1000,0 
1837,8440¼¯®Ú¤j³q,70.00,9000,0,,1838,8440¼¯®Ú¤j³q,70.20,3000,0 
1839,8440¼¯®Ú¤j³q,71.30,5000,0,,1840,8440¼¯®Ú¤j³q,71.40,0,2000 
1841,8440¼¯®Ú¤j³q,71.50,0,3000,,1842,8440¼¯®Ú¤j³q,71.60,0,2000 
1843,8440¼¯®Ú¤j³q,71.70,0,3000,,1844,8440¼¯®Ú¤j³q,71.80,0,4000 
1845,8440¼¯®Ú¤j³q,71.90,5000,5000,,1846,8440¼¯®Ú¤j³q,72.10,0,3000 
1847,8440¼¯®Ú¤j³q,72.20,0,5000,,1848,8440¼¯®Ú¤j³q,72.30,0,5000 
1849,8440¼¯®Ú¤j³q,72.40,0,8000,,1850,8440¼¯®Ú¤j³q,72.50,0,12000 
1851,8440¼¯®Ú¤j³q,72.60,0,59000,,1852,8440¼¯®Ú¤j³q,72.70,0,27000 
1853,8440¼¯®Ú¤j³q,72.80,0,54000,,1854,8440¼¯®Ú¤j³q,72.90,0,18000 
1855,8440¼¯®Ú¤j³q,73.00,0,8000,,1856,8440¼¯®Ú¤j³q,73.20,0,2000 
1857,8450±d    ©M,70.30,0,1000,,1858,8450±d    ©M,70.90,0,16000 
1859,8450±d    ©M,72.00,1000,0,,1860,8455±d©M¥x¤¤,69.50,1000,0 
1861,8455±d©M¥x¤¤,70.30,0,1000,,1862,8455±d©M¥x¤¤,70.50,1000,0 
1863,8455±d©M¥x¤¤,71.90,0,1000,,1864,8455±d©M¥x¤¤,72.10,1000,0 
1865,8455±d©M¥x¤¤,73.10,0,1000,,1866,8456±d©M·s¦Ë,71.50,0,1000 
1867,8456±d©M·s¦Ë,71.70,1000,0,,1868,8456±d©M·s¦Ë,72.40,1000,0 
1869,8459±d©M¹Å¸q,69.50,1000,1000,,1870,8459±d©M¹Å¸q,71.80,0,1000 
1871,8459±d©M¹Å¸q,72.10,1000,0,,1872,8459±d©M¹Å¸q,72.30,1000,0 
1873,845A±d©M¤º´ò,72.10,1000,0,,1874,845A±d©M¤º´ò,72.70,3000,0 
1875,845A±d©M¤º´ò,72.80,1000,1000,,1876,845A±d©M¤º´ò,72.90,0,3000 
1877,845A±d©M¤º´ò,73.10,0,1000,,1878,845A±d©M¤º´ò,73.20,1000,0 
1879,845B±d©M¥Ã©M,70.50,1000,0,,1880,845D±d©MªO¾ô,71.60,2000,0 
1881,845D±d©MªO¾ô,71.70,2000,0,,1882,845D±d©MªO¾ô,72.00,0,2000 
1883,845D±d©MªO¾ô,72.70,1000,0,,1884,845D±d©MªO¾ô,72.90,1000,0 
1885,845F±d©M¤¯·R,69.50,1000,0,,1886,845F±d©M¤¯·R,71.40,0,2000 
1887,845F±d©M¤¯·R,72.40,2000,0,,1888,845J±d©M°ª¶¯,70.30,0,2000 
1889,845J±d©M°ª¶¯,71.80,0,3000,,1890,845J±d©M°ª¶¯,72.10,1000,0 
1891,845J±d©M°ª¶¯,72.30,1000,0,,1892,845J±d©M°ª¶¯,72.40,2000,0 
1893,845J±d©M°ª¶¯,72.90,1000,0,,1894,845R±d©M¥ÛµP,69.50,1000,0 
1895,845R±d©M¥ÛµP,70.50,1000,0,,1896,845R±d©M¥ÛµP,71.60,1000,0 
1897,845R±d©M¥ÛµP,71.70,0,2000,,1898,845R±d©M¥ÛµP,72.20,0,1000 
1899,845R±d©M¥ÛµP,72.80,2000,0,,1900,845X±d©M«ÌªF,71.00,0,1000 
1901,845X±d©M«ÌªF,71.30,0,1000,,1902,845X±d©M«ÌªF,71.50,0,2000 
1903,845X±d©M«ÌªF,71.70,0,1000,,1904,845X±d©M«ÌªF,71.80,1000,0 
1905,845X±d©M«ÌªF,71.90,2000,1000,,1906,845X±d©M«ÌªF,72.20,1000,0 
1907,845X±d©M«ÌªF,73.00,1000,0,,1908,845X±d©M«ÌªF,73.20,1000,0 
1909,8490¸U    ®õ,70.60,2000,0,,1910,8520¤¤    ¹A,72.00,10000,0 
1911,8560·s    ¥ú,69.50,2010,8000,,1912,8560·s    ¥ú,69.60,0,1000 
1913,8560·s    ¥ú,69.70,0,3000,,1914,8560·s    ¥ú,69.80,0,8000 
1915,8560·s    ¥ú,69.90,1000,6000,,1916,8560·s    ¥ú,70.00,0,1000 
1917,8560·s    ¥ú,70.10,0,2000,,1918,8560·s    ¥ú,70.20,2000,21000 
1919,8560·s    ¥ú,70.30,5000,3000,,1920,8560·s    ¥ú,70.40,3000,18000 
1921,8560·s    ¥ú,70.50,6000,1000,,1922,8560·s    ¥ú,70.60,12000,2000 
1923,8560·s    ¥ú,70.80,3000,1000,,1924,8560·s    ¥ú,70.90,4000,2000 
1925,8560·s    ¥ú,71.00,8000,11000,,1926,8560·s    ¥ú,71.10,2000,0 
1927,8560·s    ¥ú,71.20,7000,0,,1928,8560·s    ¥ú,71.30,7000,1000 
1929,8560·s    ¥ú,71.40,6000,5000,,1930,8560·s    ¥ú,71.50,12000,3000 
1931,8560·s    ¥ú,71.60,25000,5000,,1932,8560·s    ¥ú,71.70,7000,7000 
1933,8560·s    ¥ú,71.80,10000,8000,,1934,8560·s    ¥ú,71.90,7000,3000 
1935,8560·s    ¥ú,72.00,7000,9000,,1936,8560·s    ¥ú,72.10,15000,7000 
1937,8560·s    ¥ú,72.20,14000,4000,,1938,8560·s    ¥ú,72.30,12000,5000 
1939,8560·s    ¥ú,72.40,4000,21000,,1940,8560·s    ¥ú,72.50,8000,5000 
1941,8560·s    ¥ú,72.60,3000,2000,,1942,8560·s    ¥ú,72.70,14000,7000 
1943,8560·s    ¥ú,72.80,5000,6000,,1944,8560·s    ¥ú,72.90,7000,3000 
1945,8560·s    ¥ú,73.00,2000,9000,,1946,8560·s    ¥ú,73.10,1000,2000 
1947,8561·s¥ú¥x¤¤,69.50,0,2000,,1948,8561·s¥ú¥x¤¤,70.10,1000,0 
1949,8561·s¥ú¥x¤¤,70.20,0,2000,,1950,8561·s¥ú¥x¤¤,70.30,1000,1000 
1951,8561·s¥ú¥x¤¤,70.40,1000,0,,1952,8561·s¥ú¥x¤¤,70.60,1000,1000 
1953,8561·s¥ú¥x¤¤,70.90,10000,0,,1954,8561·s¥ú¥x¤¤,71.00,2000,2000 
1955,8561·s¥ú¥x¤¤,71.30,0,1000,,1956,8561·s¥ú¥x¤¤,71.40,0,12000 
1957,8561·s¥ú¥x¤¤,71.50,1000,0,,1958,8561·s¥ú¥x¤¤,71.60,3000,0 
1959,8561·s¥ú¥x¤¤,71.70,0,1000,,1960,8561·s¥ú¥x¤¤,71.80,9000,0 
1961,8561·s¥ú¥x¤¤,71.90,1000,1000,,1962,8561·s¥ú¥x¤¤,72.00,1000,4000 
1963,8561·s¥ú¥x¤¤,72.10,2000,1000,,1964,8561·s¥ú¥x¤¤,72.20,7000,5000 
1965,8561·s¥ú¥x¤¤,72.30,5000,1000,,1966,8561·s¥ú¥x¤¤,72.50,1000,2000 
1967,8561·s¥ú¥x¤¤,72.70,0,3000,,1968,8561·s¥ú¥x¤¤,72.80,5000,1000 
1969,8561·s¥ú¥x¤¤,72.90,3000,0,,1970,8561·s¥ú¥x¤¤,73.00,1000,3000 
1971,8562·s¥ú°ª¶¯,69.50,0,1000,,1972,8562·s¥ú°ª¶¯,70.00,0,2000 
1973,8562·s¥ú°ª¶¯,70.30,1000,0,,1974,8562·s¥ú°ª¶¯,70.60,1000,0 
1975,8562·s¥ú°ª¶¯,70.90,1000,0,,1976,8562·s¥ú°ª¶¯,71.00,0,3000 
1977,8562·s¥ú°ª¶¯,71.10,0,3000,,1978,8562·s¥ú°ª¶¯,71.30,1000,1000 
1979,8562·s¥ú°ª¶¯,71.40,1000,2000,,1980,8562·s¥ú°ª¶¯,71.50,3000,1000 
1981,8562·s¥ú°ª¶¯,71.60,1000,0,,1982,8562·s¥ú°ª¶¯,71.70,1000,0 
1983,8562·s¥ú°ª¶¯,71.80,1000,0,,1984,8562·s¥ú°ª¶¯,71.90,1000,1000 
1985,8562·s¥ú°ª¶¯,72.00,0,6000,,1986,8562·s¥ú°ª¶¯,72.10,3000,0 
1987,8562·s¥ú°ª¶¯,72.20,3000,0,,1988,8562·s¥ú°ª¶¯,72.30,1000,1000 
1989,8562·s¥ú°ª¶¯,72.40,5000,0,,1990,8562·s¥ú°ª¶¯,72.50,1000,1000 
1991,8562·s¥ú°ª¶¯,72.60,1000,0,,1992,8562·s¥ú°ª¶¯,72.70,1000,1000 
1993,8562·s¥ú°ª¶¯,72.90,3000,1000,,1994,8562·s¥ú°ª¶¯,73.00,1000,0 
1995,8563·s¥ú·s¦Ë,69.50,0,2000,,1996,8563·s¥ú·s¦Ë,69.70,1000,0 
1997,8563·s¥ú·s¦Ë,69.80,3000,0,,1998,8563·s¥ú·s¦Ë,70.00,2000,4000 
1999,8563·s¥ú·s¦Ë,70.10,0,2000,,2000,8563·s¥ú·s¦Ë,70.30,6000,0 
2001,8563·s¥ú·s¦Ë,70.50,0,10000,,2002,8563·s¥ú·s¦Ë,71.50,1000,0 
2003,8563·s¥ú·s¦Ë,71.60,3000,0,,2004,8563·s¥ú·s¦Ë,71.70,2000,3000 
2005,8563·s¥ú·s¦Ë,71.90,0,10000,,2006,8563·s¥ú·s¦Ë,72.00,2000,0 
2007,8563·s¥ú·s¦Ë,72.10,0,2000,,2008,8563·s¥ú·s¦Ë,72.20,0,1000 
2009,8563·s¥ú·s¦Ë,72.30,13000,0,,2010,8563·s¥ú·s¦Ë,72.70,1000,0 
2011,8563·s¥ú·s¦Ë,72.90,1000,0,,2012,8563·s¥ú·s¦Ë,73.00,2000,3000 
2013,8563·s¥ú·s¦Ë,73.20,1000,0,,2014,8564·s¥ú¥x«n,69.50,0,2000 
2015,8564·s¥ú¥x«n,69.90,0,1000,,2016,8564·s¥ú¥x«n,70.00,0,6000 
2017,8564·s¥ú¥x«n,70.50,1000,2000,,2018,8564·s¥ú¥x«n,71.00,1000,2000 
2019,8564·s¥ú¥x«n,71.20,3000,0,,2020,8564·s¥ú¥x«n,71.40,1000,0 
2021,8564·s¥ú¥x«n,71.50,2000,3000,,2022,8564·s¥ú¥x«n,71.60,0,1000 
2023,8564·s¥ú¥x«n,71.70,0,1000,,2024,8564·s¥ú¥x«n,72.00,3000,0 
2025,8564·s¥ú¥x«n,72.10,2000,0,,2026,8564·s¥ú¥x«n,72.20,1000,2000 
2027,8564·s¥ú¥x«n,72.30,2000,0,,2028,8564·s¥ú¥x«n,72.60,1000,0 
2029,8564·s¥ú¥x«n,72.70,10000,0,,2030,8564·s¥ú¥x«n,73.00,1000,0 
2031,8564·s¥ú¥x«n,73.20,0,1000,,2032,8565·s¥ú®ç¶é,69.50,0,150 
2033,8565·s¥ú®ç¶é,70.50,1000,0,,2034,8565·s¥ú®ç¶é,70.60,1000,1000 
2035,8565·s¥ú®ç¶é,71.00,1000,0,,2036,8565·s¥ú®ç¶é,71.60,2000,1000 
2037,8565·s¥ú®ç¶é,71.70,0,2000,,2038,8565·s¥ú®ç¶é,71.80,0,1000 
2039,8565·s¥ú®ç¶é,71.90,3000,0,,2040,8565·s¥ú®ç¶é,72.20,2000,3000 
2041,8565·s¥ú®ç¶é,72.50,1000,6000,,2042,8565·s¥ú®ç¶é,72.60,1000,0 
2043,8565·s¥ú®ç¶é,73.10,2000,0,,2044,8565·s¥ú®ç¶é,73.20,2000,0 
2045,8580Áp    ¨¹,69.50,0,10000,,2046,8580Áp    ¨¹,70.50,10000,0 
2047,8580Áp    ¨¹,71.50,1000,0,,2048,8580Áp    ¨¹,71.80,10000,0 
2049,8580Áp    ¨¹,72.50,0,10000,,2050,8581Áp¨¹°ª¶¯,70.20,0,1000 
2051,8581Áp¨¹°ª¶¯,70.70,0,1000,,2052,8581Áp¨¹°ª¶¯,72.00,0,1000 
2053,8583Áp¨¹´°¤Æ,72.90,0,1000,,2054,8584Áp¨¹Âù©M,70.00,1000,0 
2055,8584Áp¨¹Âù©M,70.30,0,1000,,2056,8584Áp¨¹Âù©M,70.40,0,1000 
2057,8711¶§«H¥ÛµP,69.50,3000,0,,2058,8711¶§«H¥ÛµP,70.50,0,5000 
2059,8711¶§«H¥ÛµP,70.80,3000,0,,2060,8711¶§«H¥ÛµP,70.90,0,3000 
2061,8711¶§«H¥ÛµP,72.20,5000,0,,2062,8840¥É    ¤s,69.50,0,1000 
2063,8840¥É    ¤s,70.00,9000,0,,2064,8840¥É    ¤s,70.10,1000,0 
2065,8840¥É    ¤s,70.20,0,2000,,2066,8840¥É    ¤s,70.40,1000,0 
2067,8840¥É    ¤s,70.70,10000,0,,2068,8840¥É    ¤s,70.80,11000,0 
2069,8840¥É    ¤s,71.10,11000,0,,2070,8840¥É    ¤s,71.30,1000,0 
2071,8840¥É    ¤s,71.50,2000,0,,2072,8840¥É    ¤s,71.60,16000,0 
2073,8840¥É    ¤s,71.70,19000,0,,2074,8840¥É    ¤s,71.90,5000,2000 
2075,8840¥É    ¤s,72.00,10000,1000,,2076,8840¥É    ¤s,72.10,7000,2000 
2077,8840¥É    ¤s,72.20,1000,7000,,2078,8840¥É    ¤s,72.40,10000,0 
2079,8840¥É    ¤s,72.50,3000,1000,,2080,8840¥É    ¤s,72.60,10000,0 
2081,8840¥É    ¤s,72.80,0,1000,,2082,8840¥É    ¤s,73.00,0,2000 
2083,8840¥É    ¤s,73.20,1000,4000,,2084,8841¥É¤sÂù©M,70.00,0,2000 
2085,8841¥É¤sÂù©M,70.60,1000,2000,,2086,8841¥É¤sÂù©M,71.60,0,2000 
2087,8841¥É¤sÂù©M,71.90,1000,0,,2088,8841¥É¤sÂù©M,72.10,0,1000 
2089,8841¥É¤sÂù©M,72.20,0,3000,,2090,8841¥É¤sÂù©M,72.30,2000,0 
2091,8841¥É¤sÂù©M,72.40,1000,0,,2092,8841¥É¤sÂù©M,72.70,1000,0 
2093,8842¥É¤s·s²ø,69.50,11000,0,,2094,8842¥É¤s·s²ø,69.90,1000,0 
2095,8842¥É¤s·s²ø,70.20,4000,0,,2096,8842¥É¤s·s²ø,70.30,2000,0 
2097,8842¥É¤s·s²ø,70.70,3000,0,,2098,8842¥É¤s·s²ø,72.00,2000,0 
2099,8842¥É¤s·s²ø,72.50,0,1000,,2100,8842¥É¤s·s²ø,73.00,0,11000 
2101,8842¥É¤s·s²ø,73.10,0,1000,,2102,8842¥É¤s·s²ø,73.20,0,11000 
2103,8843¥É¤s°ª¶¯,70.30,0,1000,,2104,8843¥É¤s°ª¶¯,70.40,11000,0 
2105,8843¥É¤s°ª¶¯,70.60,6000,0,,2106,8843¥É¤s°ª¶¯,71.30,0,10000 
2107,8843¥É¤s°ª¶¯,71.40,0,10000,,2108,8843¥É¤s°ª¶¯,71.70,5000,0 
2109,8843¥É¤s°ª¶¯,71.90,1000,0,,2110,8843¥É¤s°ª¶¯,72.00,7000,1000 
2111,8843¥É¤s°ª¶¯,72.10,5000,0,,2112,8843¥É¤s°ª¶¯,72.40,0,2000 
2113,8846¥É¤sªO¾ô,69.50,0,40000,,2114,8846¥É¤sªO¾ô,70.00,1000,0 
2115,8846¥É¤sªO¾ô,71.50,1000,0,,2116,8846¥É¤sªO¾ô,72.00,21000,9000 
2117,8846¥É¤sªO¾ô,72.10,11000,1000,,2118,8846¥É¤sªO¾ô,72.20,2000,0 
2119,8846¥É¤sªO¾ô,72.30,0,3000,,2120,8846¥É¤sªO¾ô,72.50,10000,1000 
2121,8847¥É¤s¥x«n,69.50,0,1000,,2122,8847¥É¤s¥x«n,69.90,2000,0 
2123,8847¥É¤s¥x«n,70.30,1000,0,,2124,8847¥É¤s¥x«n,70.70,0,1000 
2125,8847¥É¤s¥x«n,70.80,1000,0,,2126,8847¥É¤s¥x«n,71.40,0,6000 
2127,8847¥É¤s¥x«n,71.60,1000,0,,2128,8847¥É¤s¥x«n,71.70,3000,0 
2129,8847¥É¤s¥x«n,71.90,1000,1000,,2130,8847¥É¤s¥x«n,72.00,0,1000 
2131,8847¥É¤s¥x«n,72.10,0,1000,,2132,8847¥É¤s¥x«n,72.20,0,1000 
2133,8847¥É¤s¥x«n,72.50,0,1000,,2134,8847¥É¤s¥x«n,72.90,4000,0 
2135,8848¥É¤s¹Å¸q,71.60,1000,0,,2136,8848¥É¤s¹Å¸q,72.10,0,1000 
2137,8848¥É¤s¹Å¸q,72.20,2000,0,,2138,8848¥É¤s¹Å¸q,72.30,0,1000 
2139,8848¥É¤s¹Å¸q,73.00,0,1000,,2140,8849¥É¤s¥x¤j,69.50,2000,0 
2141,8849¥É¤s¥x¤j,70.20,1000,0,,2142,8849¥É¤s¥x¤j,70.50,1000,0 
2143,8849¥É¤s¥x¤j,71.50,2000,0,,2144,8849¥É¤s¥x¤j,72.00,0,5000 
2145,8849¥É¤s¥x¤j,72.50,0,2000,,2146,8849¥É¤s¥x¤j,72.90,0,2000 
2147,8849¥É¤s¥x¤j,73.20,0,1000,,2148,884A¥É¤s¤hªL,69.50,2000,3000 
2149,884A¥É¤s¤hªL,70.80,1000,0,,2150,884A¥É¤s¤hªL,71.50,2000,0 
2151,884A¥É¤s¤hªL,71.60,1000,3000,,2152,884A¥É¤s¤hªL,71.70,1000,0 
2153,884A¥É¤s¤hªL,72.00,0,1000,,2154,884A¥É¤s¤hªL,72.10,0,1000 
2155,884A¥É¤s¤hªL,72.20,1000,0,,2156,884A¥É¤s¤hªL,72.30,2000,0 
2157,884A¥É¤s¤hªL,72.80,1000,0,,2158,884A¥É¤s¤hªL,72.90,0,1000 
2159,884B¥É¤s¥x¤¤,71.50,1000,0,,2160,884B¥É¤s¥x¤¤,71.70,0,1000 
2161,884B¥É¤s¥x¤¤,71.80,2000,0,,2162,884B¥É¤s¥x¤¤,72.00,0,2000 
2163,884B¥É¤s¥x¤¤,72.10,2000,0,,2164,884B¥É¤s¥x¤¤,72.20,1000,1000 
2165,884B¥É¤s¥x¤¤,72.30,0,1000,,2166,884B¥É¤s¥x¤¤,72.80,5000,0 
2167,884C¥É¤s«n¨Ê,70.20,1000,0,,2168,884C¥É¤s«n¨Ê,70.30,0,2000 
2169,884C¥É¤s«n¨Ê,72.30,0,6000,,2170,884D¥É¤s¥ªÀç,70.20,1000,0 
2171,884D¥É¤s¥ªÀç,70.80,1000,1000,,2172,884D¥É¤s¥ªÀç,71.70,0,1000 
2173,884D¥É¤s¥ªÀç,71.80,0,3000,,2174,884D¥É¤s¥ªÀç,72.20,3000,0 
2175,884E¥É¤s«°¤¤,70.00,1000,0,,2176,884E¥É¤s«°¤¤,71.20,0,4000 
2177,884E¥É¤s«°¤¤,71.30,1000,0,,2178,884E¥É¤s«°¤¤,71.40,1000,1000 
2179,884E¥É¤s«°¤¤,72.20,1000,0,,2180,884E¥É¤s«°¤¤,72.30,0,3000 
2181,884E¥É¤s«°¤¤,72.50,0,1000,,2182,884F¥É¤s®ç¶é,71.50,3000,0 
2183,884F¥É¤s®ç¶é,71.90,1000,0,,2184,884F¥É¤s®ç¶é,72.20,1000,0 
2185,884F¥É¤s®ç¶é,72.80,1000,0,,2186,884H¥É¤s·s¦Ë,71.40,0,1000 
2187,884H¥É¤s·s¦Ë,71.80,1000,0,,2188,884J¥É¤s¤j¨½,70.30,11000,0 
2189,8880°ê®õºî¦X,71.50,0,1000,,2190,8881°ê®õ°ª¶¯,70.00,1000,0 
2191,8881°ê®õ°ª¶¯,70.10,1000,0,,2192,8881°ê®õ°ª¶¯,70.30,0,3000 
2193,8881°ê®õ°ª¶¯,71.00,0,10000,,2194,8881°ê®õ°ª¶¯,71.60,1000,0 
2195,8881°ê®õ°ª¶¯,71.90,0,1000,,2196,8881°ê®õ°ª¶¯,72.20,6000,1000 
2197,8881°ê®õ°ª¶¯,72.30,1000,0,,2198,8881°ê®õ°ª¶¯,72.60,10000,0 
2199,8881°ê®õ°ª¶¯,72.70,0,2000,,2200,8882°ê®õ¥x¤¤,70.00,10000,0 
2201,8882°ê®õ¥x¤¤,71.00,1000,1000,,2202,8882°ê®õ¥x¤¤,71.30,1000,0 
2203,8882°ê®õ¥x¤¤,71.40,6000,0,,2204,8882°ê®õ¥x¤¤,71.50,1000,0 
2205,8882°ê®õ¥x¤¤,71.60,10000,0,,2206,8882°ê®õ¥x¤¤,71.70,1000,0 
2207,8882°ê®õ¥x¤¤,71.80,1000,0,,2208,8882°ê®õ¥x¤¤,71.90,5000,0 
2209,8882°ê®õ¥x¤¤,72.10,6000,7000,,2210,8882°ê®õ¥x¤¤,72.20,0,2000 
2211,8882°ê®õ¥x¤¤,72.30,0,1000,,2212,8882°ê®õ¥x¤¤,72.40,0,1000 
2213,8882°ê®õ¥x¤¤,72.50,0,1000,,2214,8882°ê®õ¥x¤¤,72.60,2000,3000 
